,instant,dteday,season,yr,mnth,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
294,295,2011-10-22,4,0,10,6,0,1,17.0,21.0,42.0,9.0,1499,2809,4308
295,296,2011-10-23,4,0,10,0,0,1,17.0,21.0,50.0,10.0,1619,2762,4381
296,297,2011-10-24,4,0,10,1,1,1,19.0,23.0,52.0,12.0,699,3488,4187
297,298,2011-10-25,4,0,10,2,1,1,19.0,23.0,42.0,17.0,695,3992,4687
298,299,2011-10-26,4,0,10,3,1,2,20.0,24.0,48.0,15.0,404,3490,3894
299,300,2011-10-27,4,0,10,4,1,2,19.0,23.0,54.0,20.0,240,2419,2659
300,301,2011-10-28,4,0,10,5,1,2,14.0,16.0,39.0,23.0,456,3291,3747
301,302,2011-10-29,4,0,10,6,0,3,10.0,11.0,59.0,35.0,57,570,627
302,303,2011-10-30,4,0,10,0,0,1,13.0,16.0,42.0,18.0,885,2446,3331
303,304,2011-10-31,4,0,10,1,1,1,14.0,18.0,47.0,11.0,362,3307,3669
304,305,2011-11-01,4,0,11,2,1,1,16.0,20.0,46.0,14.0,410,3658,4068
305,306,2011-11-02,4,0,11,3,1,1,15.0,20.0,48.0,8.0,370,3816,4186
306,307,2011-11-03,4,0,11,4,1,1,17.0,20.0,47.0,14.0,318,3656,3974
307,308,2011-11-04,4,0,11,5,1,2,17.0,20.0,42.0,27.0,470,3576,4046
308,309,2011-11-05,4,0,11,6,0,1,13.0,16.0,35.0,19.0,1156,2770,3926
309,310,2011-11-06,4,0,11,0,0,1,14.0,18.0,49.0,9.0,952,2697,3649
310,311,2011-11-07,4,0,11,1,1,1,16.0,20.0,51.0,6.0,373,3662,4035
311,312,2011-11-08,4,0,11,2,1,1,17.0,21.0,48.0,7.0,376,3829,4205
312,313,2011-11-09,4,0,11,3,1,1,16.0,20.0,51.0,6.0,305,3804,4109
313,314,2011-11-10,4,0,11,4,1,2,16.0,19.0,54.0,19.0,190,2743,2933
314,315,2011-11-11,4,0,11,5,0,1,13.0,15.0,30.0,31.0,440,2928,3368
315,316,2011-11-12,4,0,11,6,0,1,15.0,18.0,37.0,21.0,1275,2792,4067
316,317,2011-11-13,4,0,11,0,0,1,18.0,22.0,31.0,28.0,1004,2713,3717
317,318,2011-11-14,4,0,11,1,1,1,22.0,26.0,39.0,31.0,595,3891,4486
318,319,2011-11-15,4,0,11,2,1,2,22.0,25.0,46.0,20.0,449,3746,4195
319,320,2011-11-16,4,0,11,3,1,3,19.0,23.0,62.0,14.0,145,1672,1817
320,321,2011-11-17,4,0,11,4,1,2,14.0,16.0,39.0,31.0,139,2914,3053
321,322,2011-11-18,4,0,11,5,1,1,11.0,14.0,27.0,17.0,245,3147,3392
322,323,2011-11-19,4,0,11,6,0,1,13.0,16.0,34.0,22.0,943,2720,3663
323,324,2011-11-20,4,0,11,0,0,2,19.0,23.0,46.0,19.0,787,2733,3520
324,325,2011-11-21,4,0,11,1,1,3,18.0,22.0,61.0,14.0,220,2545,2765
325,326,2011-11-22,4,0,11,2,1,3,17.0,21.0,64.0,12.0,69,1538,1607
326,327,2011-11-23,4,0,11,3,1,2,18.0,22.0,51.0,34.0,112,2454,2566
327,328,2011-11-24,4,0,11,4,0,1,15.0,19.0,37.0,17.0,560,935,1495
328,329,2011-11-25,4,0,11,5,1,1,15.0,19.0,43.0,10.0,1095,1697,2792
329,330,2011-11-26,4,0,11,6,0,1,15.0,19.0,46.0,7.0,1249,1819,3068
330,331,2011-11-27,4,0,11,0,0,1,19.0,23.0,47.0,21.0,810,2261,3071
331,332,2011-11-28,4,0,11,1,1,1,21.0,25.0,50.0,14.0,253,3614,3867
332,333,2011-11-29,4,0,11,2,1,2,19.0,23.0,56.0,26.0,96,2818,2914
333,334,2011-11-30,4,0,11,3,1,1,13.0,16.0,41.0,27.0,188,3425,3613
334,335,2011-12-01,4,0,12,4,1,1,13.0,15.0,35.0,22.0,182,3545,3727
335,336,2011-12-02,4,0,12,5,1,1,13.0,17.0,42.0,10.0,268,3672,3940
336,337,2011-12-03,4,0,12,6,0,1,12.0,16.0,41.0,10.0,706,2908,3614
337,338,2011-12-04,4,0,12,0,0,1,14.0,17.0,52.0,8.0,634,2851,3485
338,339,2011-12-05,4,0,12,1,1,2,16.0,20.0,55.0,6.0,233,3578,3811
339,340,2011-12-06,4,0,12,2,1,3,19.0,23.0,64.0,23.0,126,2468,2594
340,341,2011-12-07,4,0,12,3,1,3,17.0,20.0,65.0,27.0,50,655,705
341,342,2011-12-08,4,0,12,4,1,1,11.0,13.0,39.0,24.0,150,3172,3322
342,343,2011-12-09,4,0,12,5,1,1,12.0,16.0,47.0,8.0,261,3359,3620
343,344,2011-12-10,4,0,12,6,0,1,11.0,13.0,34.0,23.0,502,2688,3190
344,345,2011-12-11,4,0,12,0,0,1,9.0,13.0,33.0,7.0,377,2366,2743
345,346,2011-12-12,4,0,12,1,1,1,10.0,14.0,45.0,6.0,143,3167,3310
346,347,2011-12-13,4,0,12,2,1,1,12.0,15.0,40.0,14.0,155,3368,3523
347,348,2011-12-14,4,0,12,3,1,2,13.0,17.0,44.0,6.0,178,3562,3740
348,349,2011-12-15,4,0,12,4,1,2,17.0,21.0,42.0,27.0,181,3528,3709
349,350,2011-12-16,4,0,12,5,1,2,15.0,18.0,34.0,26.0,178,3399,3577
350,351,2011-12-17,4,0,12,6,0,2,11.0,12.0,38.0,24.0,275,2464,2739
351,352,2011-12-18,4,0,12,0,0,1,10.0,12.0,39.0,17.0,220,2211,2431
352,353,2011-12-19,4,0,12,1,1,1,11.0,14.0,43.0,17.0,260,3143,3403
353,354,2011-12-20,4,0,12,2,1,2,16.0,20.0,40.0,6.0,216,3534,3750
354,355,2011-12-21,1,0,12,3,1,2,18.0,21.0,58.0,22.0,107,2553,2660
355,356,2011-12-22,1,0,12,4,1,2,17.0,21.0,51.0,5.0,227,2841,3068
356,357,2011-12-23,1,0,12,5,1,1,15.0,19.0,46.0,27.0,163,2046,2209
357,358,2011-12-24,1,0,12,6,0,1,12.0,15.0,36.0,19.0,155,856,1011
358,359,2011-12-25,1,0,12,0,0,1,11.0,14.0,46.0,16.0,303,451,754
359,360,2011-12-26,1,0,12,1,0,1,13.0,16.0,34.0,24.0,430,887,1317
360,361,2011-12-27,1,0,12,2,1,2,13.0,16.0,51.0,19.0,103,1059,1162
361,362,2011-12-28,1,0,12,3,1,1,12.0,14.0,34.0,29.0,255,2047,2302
362,363,2011-12-29,1,0,12,4,1,1,10.0,13.0,38.0,12.0,254,2169,2423
363,364,2011-12-30,1,0,12,5,1,1,13.0,16.0,43.0,13.0,491,2508,2999
364,365,2011-12-31,1,0,12,6,0,1,17.0,21.0,41.0,22.0,665,1820,2485
365,366,2012-01-01,1,1,1,0,0,1,15.0,19.0,46.0,19.0,686,1608,2294
366,367,2012-01-02,1,1,1,1,0,1,11.0,13.0,26.0,33.0,244,1707,1951
367,368,2012-01-03,1,1,1,2,1,1,6.0,6.0,30.0,37.0,89,2147,2236
368,369,2012-01-04,1,1,1,3,1,2,4.0,6.0,28.0,18.0,95,2273,2368
369,370,2012-01-05,1,1,1,4,1,1,11.0,14.0,35.0,13.0,140,3132,3272
370,371,2012-01-06,1,1,1,5,1,1,14.0,17.0,36.0,17.0,307,3791,4098
371,372,2012-01-07,1,1,1,6,0,1,16.0,20.0,36.0,17.0,1070,3451,4521
372,373,2012-01-08,1,1,1,0,0,1,14.0,17.0,31.0,19.0,599,2826,3425
373,374,2012-01-09,1,1,1,1,1,2,9.0,12.0,47.0,10.0,106,2270,2376
374,375,2012-01-10,1,1,1,2,1,1,13.0,16.0,43.0,19.0,173,3425,3598
375,376,2012-01-11,1,1,1,3,1,2,11.0,14.0,57.0,13.0,92,2085,2177
376,377,2012-01-12,1,1,1,4,1,2,16.0,19.0,54.0,18.0,269,3828,4097
377,378,2012-01-13,1,1,1,5,1,1,11.0,12.0,34.0,38.0,174,3040,3214
378,379,2012-01-14,1,1,1,6,0,1,7.0,9.0,31.0,19.0,333,2160,2493
379,380,2012-01-15,1,1,1,0,0,1,7.0,8.0,28.0,25.0,284,2027,2311
380,381,2012-01-16,1,1,1,1,0,1,8.0,10.0,35.0,23.0,217,2081,2298
381,382,2012-01-17,1,1,1,2,1,2,15.0,18.0,48.0,35.0,127,2808,2935
382,383,2012-01-18,1,1,1,3,1,1,12.0,14.0,30.0,42.0,109,3267,3376
383,384,2012-01-19,1,1,1,4,1,1,8.0,10.0,33.0,22.0,130,3162,3292
384,385,2012-01-20,1,1,1,5,1,2,9.0,11.0,30.0,20.0,115,3048,3163
385,386,2012-01-21,1,1,1,6,0,2,7.0,9.0,56.0,22.0,67,1234,1301
386,387,2012-01-22,1,1,1,0,0,2,7.0,8.0,53.0,20.0,196,1781,1977
387,388,2012-01-23,1,1,1,1,1,2,9.0,12.0,61.0,11.0,145,2287,2432
388,389,2012-01-24,1,1,1,2,1,1,14.0,17.0,56.0,12.0,439,3900,4339
389,390,2012-01-25,1,1,1,3,1,1,12.0,15.0,43.0,16.0,467,3803,4270
390,391,2012-01-26,1,1,1,4,1,2,14.0,18.0,52.0,7.0,244,3831,4075
391,392,2012-01-27,1,1,1,5,1,2,17.0,21.0,50.0,34.0,269,3187,3456
392,393,2012-01-28,1,1,1,6,0,1,13.0,16.0,36.0,21.0,775,3248,4023
393,394,2012-01-29,1,1,1,0,0,1,12.0,14.0,21.0,24.0,558,2685,3243
394,395,2012-01-30,1,1,1,1,1,1,11.0,13.0,27.0,22.0,126,3498,3624
395,396,2012-01-31,1,1,1,2,1,1,16.0,19.0,28.0,26.0,324,4185,4509
396,397,2012-02-01,1,1,2,3,1,1,19.0,23.0,34.0,19.0,304,4275,4579
397,398,2012-02-02,1,1,2,4,1,2,16.0,20.0,45.0,19.0,190,3571,3761
398,399,2012-02-03,1,1,2,5,1,1,13.0,15.0,35.0,18.0,310,3841,4151
399,400,2012-02-04,1,1,2,6,0,2,11.0,14.0,52.0,12.0,384,2448,2832
400,401,2012-02-05,1,1,2,0,0,2,11.0,13.0,46.0,18.0,318,2629,2947
401,402,2012-02-06,1,1,2,1,1,1,12.0,15.0,42.0,15.0,206,3578,3784
402,403,2012-02-07,1,1,2,2,1,1,15.0,18.0,33.0,15.0,199,4176,4375
403,404,2012-02-08,1,1,2,3,1,2,11.0,13.0,48.0,13.0,109,2693,2802
404,405,2012-02-09,1,1,2,4,1,1,11.0,13.0,38.0,19.0,163,3667,3830
405,406,2012-02-10,1,1,2,5,1,2,12.0,15.0,36.0,12.0,227,3604,3831
406,407,2012-02-11,1,1,2,6,0,3,9.0,11.0,49.0,29.0,192,1977,2169
407,408,2012-02-12,1,1,2,0,0,1,5.0,5.0,31.0,41.0,73,1456,1529
408,409,2012-02-13,1,1,2,1,1,1,9.0,11.0,28.0,17.0,94,3328,3422
409,410,2012-02-14,1,1,2,2,1,2,13.0,17.0,34.0,14.0,135,3787,3922
410,411,2012-02-15,1,1,2,3,1,1,14.0,18.0,36.0,18.0,141,4028,4169
411,412,2012-02-16,1,1,2,4,1,2,13.0,17.0,50.0,9.0,74,2931,3005
412,413,2012-02-17,1,1,2,5,1,1,14.0,18.0,43.0,21.0,349,3805,4154
413,414,2012-02-18,1,1,2,6,0,1,14.0,18.0,36.0,19.0,1435,2883,4318
414,415,2012-02-19,1,1,2,0,0,2,11.0,13.0,35.0,25.0,618,2071,2689
415,416,2012-02-20,1,1,2,1,0,1,11.0,14.0,34.0,23.0,502,2627,3129
416,417,2012-02-21,1,1,2,2,1,1,12.0,15.0,40.0,21.0,163,3614,3777
417,418,2012-02-22,1,1,2,3,1,1,16.0,20.0,38.0,23.0,394,4379,4773
418,419,2012-02-23,1,1,2,4,1,1,19.0,22.0,37.0,19.0,516,4546,5062
419,420,2012-02-24,1,1,2,5,1,2,17.0,21.0,49.0,24.0,246,3241,3487
420,421,2012-02-25,1,1,2,6,0,1,12.0,13.0,27.0,42.0,317,2415,2732
421,422,2012-02-26,1,1,2,0,0,1,11.0,13.0,27.0,21.0,515,2874,3389
422,423,2012-02-27,1,1,2,1,1,1,15.0,18.0,33.0,27.0,253,4069,4322
423,424,2012-02-28,1,1,2,2,1,1,15.0,18.0,27.0,19.0,229,4134,4363
424,425,2012-02-29,1,1,2,3,1,2,14.0,17.0,54.0,18.0,65,1769,1834
425,426,2012-03-01,1,1,3,4,1,1,20.0,24.0,41.0,23.0,325,4665,4990
426,427,2012-03-02,1,1,3,5,1,2,14.0,18.0,44.0,14.0,246,2948,3194
427,428,2012-03-03,1,1,3,6,0,2,17.0,21.0,42.0,16.0,956,3110,4066
428,429,2012-03-04,1,1,3,0,0,1,13.0,15.0,27.0,33.0,710,2713,3423
429,430,2012-03-05,1,1,3,1,1,1,10.0,12.0,34.0,23.0,203,3130,3333
430,431,2012-03-06,1,1,3,2,1,1,11.0,13.0,31.0,20.0,221,3735,3956
431,432,2012-03-07,1,1,3,3,1,1,17.0,19.0,34.0,35.0,432,4484,4916
432,433,2012-03-08,1,1,3,4,1,1,22.0,26.0,38.0,44.0,486,4896,5382
433,434,2012-03-09,1,1,3,5,1,2,17.0,20.0,27.0,41.0,447,4122,4569
434,435,2012-03-10,1,1,3,6,0,1,12.0,14.0,23.0,23.0,968,3150,4118
435,436,2012-03-11,1,1,3,0,0,1,15.0,18.0,32.0,22.0,1658,3253,4911
436,437,2012-03-12,1,1,3,1,1,1,19.0,23.0,33.0,21.0,838,4460,5298
437,438,2012-03-13,1,1,3,2,1,1,23.0,27.0,41.0,24.0,762,5085,5847
438,439,2012-03-14,1,1,3,3,1,1,23.0,27.0,34.0,12.0,997,5315,6312
439,440,2012-03-15,1,1,3,4,1,1,23.0,27.0,39.0,15.0,1005,5187,6192
440,441,2012-03-16,1,1,3,5,1,2,18.0,22.0,56.0,11.0,548,3830,4378
441,442,2012-03-17,1,1,3,6,0,2,21.0,25.0,51.0,11.0,3155,4681,7836
442,443,2012-03-18,1,1,3,0,0,2,19.0,23.0,54.0,13.0,2207,3685,5892
443,444,2012-03-19,1,1,3,1,1,1,22.0,27.0,49.0,16.0,982,5171,6153
444,445,2012-03-20,1,1,3,2,1,1,23.0,27.0,54.0,12.0,1051,5042,6093
445,446,2012-03-21,2,1,3,3,1,2,22.0,26.0,55.0,9.0,1122,5108,6230
446,447,2012-03-22,2,1,3,4,1,1,23.0,27.0,56.0,12.0,1334,5537,6871
447,448,2012-03-23,2,1,3,5,1,2,25.0,29.0,47.0,12.0,2469,5893,8362
448,449,2012-03-24,2,1,3,6,0,2,21.0,24.0,59.0,19.0,1033,2339,3372
449,450,2012-03-25,2,1,3,0,0,2,18.0,22.0,59.0,22.0,1532,3464,4996
450,451,2012-03-26,2,1,3,1,1,1,18.0,22.0,32.0,39.0,795,4763,5558
451,452,2012-03-27,2,1,3,2,1,1,13.0,16.0,19.0,19.0,531,4571,5102
452,453,2012-03-28,2,1,3,3,1,1,20.0,24.0,32.0,29.0,674,5024,5698
453,454,2012-03-29,2,1,3,4,1,1,20.0,24.0,29.0,32.0,834,5299,6133
454,455,2012-03-30,2,1,3,5,1,2,15.0,19.0,39.0,14.0,796,4663,5459
455,456,2012-03-31,2,1,3,6,0,2,17.0,21.0,49.0,25.0,2301,3934,6235
456,457,2012-04-01,2,1,4,0,0,2,17.0,21.0,45.0,17.0,2347,3694,6041
457,458,2012-04-02,2,1,4,1,1,1,18.0,21.0,34.0,31.0,1208,4728,5936
458,459,2012-04-03,2,1,4,2,1,1,19.0,23.0,27.0,10.0,1348,5424,6772
459,460,2012-04-04,2,1,4,3,1,1,22.0,27.0,31.0,18.0,1058,5378,6436
460,461,2012-04-05,2,1,4,4,1,1,18.0,22.0,25.0,22.0,1192,5265,6457
461,462,2012-04-06,2,1,4,5,1,1,17.0,20.0,25.0,30.0,1807,4653,6460
462,463,2012-04-07,2,1,4,6,0,1,18.0,21.0,17.0,27.0,3252,3605,6857
463,464,2012-04-08,2,1,4,0,0,1,20.0,25.0,18.0,23.0,2230,2939,5169
464,465,2012-04-09,2,1,4,1,1,1,20.0,24.0,21.0,36.0,905,4680,5585
465,466,2012-04-10,2,1,4,2,1,1,18.0,22.0,29.0,25.0,819,5099,5918
466,467,2012-04-11,2,1,4,3,1,1,14.0,17.0,31.0,30.0,482,4380,4862
467,468,2012-04-12,2,1,4,4,1,1,16.0,19.0,31.0,29.0,663,4746,5409
468,469,2012-04-13,2,1,4,5,1,1,18.0,22.0,27.0,16.0,1252,5146,6398
469,470,2012-04-14,2,1,4,6,0,1,20.0,24.0,34.0,19.0,2795,4665,7460
470,471,2012-04-15,2,1,4,0,0,1,25.0,29.0,34.0,23.0,2846,4286,7132
471,472,2012-04-16,2,1,4,1,0,1,27.0,31.0,38.0,28.0,1198,5172,6370
472,473,2012-04-17,2,1,4,2,1,1,25.0,30.0,26.0,27.0,989,5702,6691
473,474,2012-04-18,2,1,4,3,1,2,19.0,23.0,38.0,17.0,347,4020,4367
474,475,2012-04-19,2,1,4,4,1,1,20.0,25.0,41.0,7.0,846,5719,6565
475,476,2012-04-20,2,1,4,5,1,1,22.0,26.0,47.0,15.0,1340,5950,7290
476,477,2012-04-21,2,1,4,6,0,1,23.0,27.0,46.0,28.0,2541,4083,6624
477,478,2012-04-22,2,1,4,0,0,3,16.0,19.0,56.0,34.0,120,907,1027
478,479,2012-04-23,2,1,4,1,1,2,13.0,15.0,51.0,30.0,195,3019,3214
479,480,2012-04-24,2,1,4,2,1,1,17.0,20.0,30.0,25.0,518,5115,5633
480,481,2012-04-25,2,1,4,3,1,1,20.0,24.0,29.0,12.0,655,5541,6196
481,482,2012-04-26,2,1,4,4,1,2,20.0,24.0,51.0,18.0,475,4551,5026
482,483,2012-04-27,2,1,4,5,1,1,19.0,23.0,27.0,35.0,1014,5219,6233
483,484,2012-04-28,2,1,4,6,0,2,15.0,19.0,33.0,13.0,1120,3100,4220
484,485,2012-04-29,2,1,4,0,0,1,19.0,23.0,39.0,12.0,2229,4075,6304
485,486,2012-04-30,2,1,4,1,1,2,19.0,23.0,38.0,17.0,665,4907,5572
486,487,2012-05-01,2,1,5,2,1,2,25.0,29.0,44.0,16.0,653,5087,5740
487,488,2012-05-02,2,1,5,3,1,1,23.0,27.0,53.0,14.0,667,5502,6169
488,489,2012-05-03,2,1,5,4,1,2,23.0,27.0,51.0,13.0,764,5657,6421
489,490,2012-05-04,2,1,5,5,1,1,26.0,30.0,49.0,16.0,1069,5227,6296
490,491,2012-05-05,2,1,5,6,0,2,25.0,29.0,51.0,15.0,2496,4387,6883
491,492,2012-05-06,2,1,5,0,0,2,23.0,27.0,50.0,15.0,2135,4224,6359
492,493,2012-05-07,2,1,5,1,1,2,22.0,26.0,44.0,23.0,1008,5265,6273
493,494,2012-05-08,2,1,5,2,1,2,24.0,28.0,46.0,30.0,738,4990,5728
494,495,2012-05-09,2,1,5,3,1,2,24.0,28.0,50.0,22.0,620,4097,4717
495,496,2012-05-10,2,1,5,4,1,1,21.0,25.0,37.0,31.0,1026,5546,6572
496,497,2012-05-11,2,1,5,5,1,1,22.0,26.0,24.0,24.0,1319,5711,7030
497,498,2012-05-12,2,1,5,6,0,1,23.0,27.0,32.0,12.0,2622,4807,7429
498,499,2012-05-13,2,1,5,0,0,1,25.0,29.0,39.0,23.0,2172,3946,6118
499,500,2012-05-14,2,1,5,1,1,2,24.0,27.0,53.0,21.0,342,2501,2843
500,501,2012-05-15,2,1,5,2,1,2,25.0,29.0,53.0,15.0,625,4490,5115
501,502,2012-05-16,2,1,5,3,1,1,26.0,30.0,47.0,12.0,991,6433,7424
502,503,2012-05-17,2,1,5,4,1,1,24.0,29.0,35.0,23.0,1242,6142,7384
503,504,2012-05-18,2,1,5,5,1,1,23.0,28.0,35.0,14.0,1521,6118,7639
504,505,2012-05-19,2,1,5,6,0,1,25.0,28.0,31.0,8.0,3410,4884,8294
505,506,2012-05-20,2,1,5,0,0,1,25.0,29.0,36.0,25.0,2704,4425,7129
506,507,2012-05-21,2,1,5,1,1,2,25.0,28.0,54.0,23.0,630,3729,4359
507,508,2012-05-22,2,1,5,2,1,2,25.0,29.0,51.0,12.0,819,5254,6073
508,509,2012-05-23,2,1,5,3,1,2,25.0,29.0,52.0,10.0,766,4494,5260
509,510,2012-05-24,2,1,5,4,1,1,27.0,30.0,48.0,17.0,1059,5711,6770
510,511,2012-05-25,2,1,5,5,1,1,28.0,31.0,50.0,14.0,1417,5317,6734
511,512,2012-05-26,2,1,5,6,0,1,28.0,32.0,49.0,20.0,2855,3681,6536
512,513,2012-05-27,2,1,5,0,0,1,28.0,32.0,47.0,22.0,3283,3308,6591
513,514,2012-05-28,2,1,5,1,0,1,29.0,34.0,45.0,20.0,2557,3486,6043
514,515,2012-05-29,2,1,5,2,1,1,30.0,34.0,46.0,30.0,880,4863,5743
515,516,2012-05-30,2,1,5,3,1,2,27.0,31.0,45.0,13.0,745,6110,6855
516,517,2012-05-31,2,1,5,4,1,1,28.0,32.0,33.0,20.0,1100,6238,7338
517,518,2012-06-01,2,1,6,5,1,2,27.0,30.0,51.0,24.0,533,3594,4127
518,519,2012-06-02,2,1,6,6,0,1,24.0,28.0,37.0,19.0,2795,5325,8120
519,520,2012-06-03,2,1,6,0,0,1,25.0,29.0,33.0,18.0,2494,5147,7641
520,521,2012-06-04,2,1,6,1,1,1,24.0,29.0,33.0,28.0,1071,5927,6998
521,522,2012-06-05,2,1,6,2,1,2,22.0,26.0,41.0,21.0,968,6033,7001
522,523,2012-06-06,2,1,6,3,1,1,23.0,27.0,41.0,8.0,1027,6028,7055
523,524,2012-06-07,2,1,6,4,1,1,25.0,28.0,38.0,16.0,1038,6456,7494
524,525,2012-06-08,2,1,6,5,1,1,27.0,30.0,31.0,18.0,1488,6248,7736
525,526,2012-06-09,2,1,6,6,0,1,29.0,32.0,29.0,14.0,2708,4790,7498
526,527,2012-06-10,2,1,6,0,0,1,30.0,33.0,36.0,13.0,2224,4374,6598
527,528,2012-06-11,2,1,6,1,1,2,30.0,33.0,39.0,21.0,1017,5647,6664
528,529,2012-06-12,2,1,6,2,1,2,27.0,30.0,56.0,21.0,477,4495,4972
529,530,2012-06-13,2,1,6,3,1,1,27.0,31.0,39.0,34.0,1173,6248,7421
530,531,2012-06-14,2,1,6,4,1,1,27.0,31.0,38.0,25.0,1180,6183,7363
531,532,2012-06-15,2,1,6,5,1,1,26.0,30.0,40.0,18.0,1563,6102,7665
532,533,2012-06-16,2,1,6,6,0,1,26.0,30.0,34.0,17.0,2963,4739,7702
533,534,2012-06-17,2,1,6,0,0,1,24.0,29.0,40.0,14.0,2634,4344,6978
534,535,2012-06-18,2,1,6,1,1,2,23.0,27.0,52.0,17.0,653,4446,5099
535,536,2012-06-19,2,1,6,2,1,1,28.0,33.0,46.0,15.0,968,5857,6825
536,537,2012-06-20,2,1,6,3,1,1,32.0,36.0,40.0,11.0,872,5339,6211
537,538,2012-06-21,3,1,6,4,1,1,33.0,38.0,38.0,12.0,778,5127,5905
538,539,2012-06-22,3,1,6,5,1,1,32.0,36.0,38.0,18.0,964,4859,5823
539,540,2012-06-23,3,1,6,6,0,1,30.0,33.0,36.0,18.0,2657,4801,7458
540,541,2012-06-24,3,1,6,0,0,1,30.0,34.0,32.0,15.0,2551,4340,6891
541,542,2012-06-25,3,1,6,1,1,1,29.0,33.0,34.0,30.0,1139,5640,6779
542,543,2012-06-26,3,1,6,2,1,1,26.0,30.0,25.0,35.0,1077,6365,7442
543,544,2012-06-27,3,1,6,3,1,1,29.0,32.0,24.0,27.0,1077,6258,7335
544,545,2012-06-28,3,1,6,4,1,1,31.0,34.0,28.0,17.0,921,5958,6879
545,546,2012-06-29,3,1,6,5,1,1,34.0,39.0,33.0,17.0,829,4634,5463
546,547,2012-06-30,3,1,6,6,0,1,31.0,34.0,40.0,16.0,1455,4232,5687
547,548,2012-07-01,3,1,7,0,0,1,33.0,38.0,35.0,17.0,1421,4110,5531
548,549,2012-07-02,3,1,7,1,1,1,32.0,35.0,30.0,20.0,904,5323,6227
549,550,2012-07-03,3,1,7,2,1,1,32.0,35.0,33.0,13.0,1052,5608,6660
550,551,2012-07-04,3,1,7,3,0,1,32.0,37.0,36.0,13.0,2562,4841,7403
551,552,2012-07-05,3,1,7,4,1,1,34.0,38.0,31.0,19.0,1405,4836,6241
552,553,2012-07-06,3,1,7,5,1,1,34.0,38.0,30.0,15.0,1366,4841,6207
553,554,2012-07-07,3,1,7,6,0,1,35.0,40.0,33.0,16.0,1448,3392,4840
554,555,2012-07-08,3,1,7,0,0,1,34.0,40.0,38.0,13.0,1203,3469,4672
555,556,2012-07-09,3,1,7,1,1,2,29.0,33.0,46.0,18.0,998,5571,6569
556,557,2012-07-10,3,1,7,2,1,2,30.0,33.0,45.0,15.0,954,5336,6290
557,558,2012-07-11,3,1,7,3,1,1,29.0,33.0,42.0,15.0,975,6289,7264
558,559,2012-07-12,3,1,7,4,1,1,29.0,33.0,35.0,15.0,1032,6414,7446
559,560,2012-07-13,3,1,7,5,1,2,30.0,33.0,33.0,8.0,1511,5988,7499
560,561,2012-07-14,3,1,7,6,0,2,29.0,33.0,47.0,14.0,2355,4614,6969
561,562,2012-07-15,3,1,7,0,0,1,31.0,35.0,48.0,17.0,1920,4111,6031
562,563,2012-07-16,3,1,7,1,1,1,31.0,36.0,43.0,16.0,1088,5742,6830
563,564,2012-07-17,3,1,7,2,1,1,34.0,38.0,34.0,11.0,921,5865,6786
564,565,2012-07-18,3,1,7,3,1,1,33.0,37.0,39.0,14.0,799,4914,5713
565,566,2012-07-19,3,1,7,4,1,1,32.0,36.0,40.0,17.0,888,5703,6591
566,567,2012-07-20,3,1,7,5,1,2,27.0,31.0,57.0,21.0,747,5123,5870
567,568,2012-07-21,3,1,7,6,0,3,24.0,27.0,58.0,21.0,1264,3195,4459
568,569,2012-07-22,3,1,7,0,0,2,27.0,31.0,51.0,9.0,2544,4866,7410
569,570,2012-07-23,3,1,7,1,1,1,30.0,35.0,47.0,14.0,1135,5831,6966
570,571,2012-07-24,3,1,7,2,1,1,31.0,35.0,44.0,21.0,1140,6452,7592
571,572,2012-07-25,3,1,7,3,1,1,30.0,33.0,30.0,16.0,1383,6790,8173
572,573,2012-07-26,3,1,7,4,1,1,32.0,37.0,40.0,28.0,1036,5825,6861
573,574,2012-07-27,3,1,7,5,1,1,32.0,37.0,40.0,15.0,1259,5645,6904
574,575,2012-07-28,3,1,7,6,0,1,31.0,35.0,41.0,16.0,2234,4451,6685
575,576,2012-07-29,3,1,7,0,0,1,30.0,33.0,42.0,17.0,2153,4444,6597
576,577,2012-07-30,3,1,7,1,1,1,30.0,34.0,45.0,15.0,1040,6065,7105
577,578,2012-07-31,3,1,7,2,1,1,29.0,33.0,47.0,17.0,968,6248,7216
578,579,2012-08-01,3,1,8,3,1,1,29.0,33.0,45.0,14.0,1074,6506,7580
579,580,2012-08-02,3,1,8,4,1,1,31.0,35.0,44.0,13.0,983,6278,7261
580,581,2012-08-03,3,1,8,5,1,2,31.0,36.0,43.0,22.0,1328,5847,7175
581,582,2012-08-04,3,1,8,6,0,1,33.0,38.0,41.0,26.0,2345,4479,6824
582,583,2012-08-05,3,1,8,0,0,1,32.0,37.0,44.0,29.0,1707,3757,5464
583,584,2012-08-06,3,1,8,1,1,2,31.0,36.0,44.0,13.0,1233,5780,7013
584,585,2012-08-07,3,1,8,2,1,2,30.0,35.0,47.0,12.0,1278,5995,7273
585,586,2012-08-08,3,1,8,3,1,2,31.0,35.0,45.0,11.0,1263,6271,7534
586,587,2012-08-09,3,1,8,4,1,1,31.0,35.0,42.0,16.0,1196,6090,7286
587,588,2012-08-10,3,1,8,5,1,2,29.0,33.0,48.0,24.0,1065,4721,5786
